date,season,yr,mnth,hr,holiday,weekday,workingday,weather_condition,temp,humidity,windspeed,casual,total_users,year,month,is_weekend,holiday_or_weekend,casual_ratio
2011-01-02,1,0,1,15,0,0,0,3,0.34,0.81,0.1642,19,74,2011,1,1,True,0.2567567567532871
2011-01-02,1,0,1,16,0,0,0,3,0.34,0.71,0.1642,9,76,2011,1,1,True,0.11842105263002077
2011-01-02,1,0,1,17,0,0,0,1,0.34,0.57,0.194,7,65,2011,1,1,True,0.10769230769065088
2011-01-02,1,0,1,18,0,0,0,2,0.36,0.46,0.3284,10,53,2011,1,1,True,0.1886792452794589
2011-01-02,1,0,1,19,0,0,0,1,0.32,0.42,0.4478,1,30,2011,1,1,True,0.03333333333222222
2011-01-02,1,0,1,20,0,0,0,1,0.3,0.39,0.3582,5,22,2011,1,1,True,0.2272727272623967
2011-01-02,1,0,1,21,0,0,0,1,0.26,0.44,0.3284,11,31,2011,1,1,True,0.3548387096659729
2011-01-02,1,0,1,22,0,0,0,1,0.24,0.44,0.2985,0,9,2011,1,1,True,0.0
2011-01-02,1,0,1,23,0,0,0,1,0.22,0.47,0.1642,0,8,2011,1,1,True,0.0
2011-01-03,1,0,1,0,0,1,1,1,0.22,0.44,0.3582,0,5,2011,1,0,False,0.0
2011-01-03,1,0,1,1,0,1,1,1,0.2,0.44,0.4179,0,2,2011,1,0,False,0.0
2011-01-03,1,0,1,4,0,1,1,1,0.16,0.47,0.3881,0,1,2011,1,0,False,0.0
2011-01-03,1,0,1,5,0,1,1,1,0.16,0.47,0.2836,0,3,2011,1,0,False,0.0
2011-01-03,1,0,1,6,0,1,1,1,0.14,0.5,0.3881,0,30,2011,1,0,False,0.0
2011-01-03,1,0,1,7,0,1,1,1,0.14,0.5,0.194,1,64,2011,1,0,False,0.015624999999755858
2011-01-03,1,0,1,8,0,1,1,1,0.14,0.5,0.2836,1,154,2011,1,0,False,0.006493506493464328
2011-01-03,1,0,1,9,0,1,1,1,0.16,0.43,0.3881,7,88,2011,1,0,False,0.07954545454455061
2011-01-03,1,0,1,10,0,1,1,1,0.18,0.43,0.2537,11,44,2011,1,0,False,0.2499999999943182
2011-01-03,1,0,1,11,0,1,1,1,0.2,0.4,0.3284,10,51,2011,1,0,False,0.19607843136870437
2011-01-03,1,0,1,12,0,1,1,1,0.22,0.35,0.2985,13,61,2011,1,0,False,0.213114754094867
2011-01-03,1,0,1,13,0,1,1,1,0.24,0.35,0.2836,8,61,2011,1,0,False,0.13114754098145662
2011-01-03,1,0,1,14,0,1,1,1,0.26,0.3,0.2836,11,77,2011,1,0,False,0.14285714285528756
2011-01-03,1,0,1,15,0,1,1,1,0.26,0.3,0.2537,14,72,2011,1,0,False,0.19444444444174383
2011-01-03,1,0,1,16,0,1,1,1,0.26,0.3,0.2537,9,76,2011,1,0,False,0.11842105263002077
2011-01-03,1,0,1,17,0,1,1,1,0.24,0.3,0.2239,11,157,2011,1,0,False,0.07006369426706967
2011-01-03,1,0,1,18,0,1,1,1,0.24,0.32,0.1045,9,157,2011,1,0,False,0.05732484076396609
2011-01-03,1,0,1,19,0,1,1,1,0.2,0.47,0.0,8,110,2011,1,0,False,0.07272727272661157
2011-01-03,1,0,1,20,0,1,1,1,0.2,0.47,0.1045,3,52,2011,1,0,False,0.05769230769119823
2011-01-03,1,0,1,21,0,1,1,1,0.18,0.64,0.1343,3,52,2011,1,0,False,0.05769230769119823
2011-01-03,1,0,1,22,0,1,1,1,0.14,0.69,0.1343,0,20,2011,1,0,False,0.0
2011-01-03,1,0,1,23,0,1,1,1,0.18,0.55,0.1045,1,12,2011,1,0,False,0.08333333332638888
2011-01-04,1,0,1,0,0,2,1,1,0.16,0.55,0.1045,0,5,2011,1,0,False,0.0
2011-01-04,1,0,1,1,0,2,1,1,0.16,0.59,0.1045,0,2,2011,1,0,False,0.0
2011-01-04,1,0,1,2,0,2,1,1,0.14,0.63,0.1343,0,1,2011,1,0,False,0.0
2011-01-04,1,0,1,4,0,2,1,1,0.14,0.63,0.0896,0,2,2011,1,0,False,0.0
2011-01-04,1,0,1,5,0,2,1,1,0.12,0.68,0.1045,0,4,2011,1,0,False,0.0
2011-01-04,1,0,1,6,0,2,1,1,0.12,0.74,0.1045,0,36,2011,1,0,False,0.0
2011-01-04,1,0,1,7,0,2,1,1,0.12,0.74,0.1343,2,94,2011,1,0,False,0.021276595744454504
2011-01-04,1,0,1,8,0,2,1,1,0.14,0.69,0.1642,2,179,2011,1,0,False,0.01117318435747948
2011-01-04,1,0,1,9,0,2,1,1,0.16,0.64,0.2239,2,100,2011,1,0,False,0.0199999999998
2011-01-04,1,0,1,10,0,2,1,2,0.16,0.69,0.3284,5,42,2011,1,0,False,0.11904761904478459
2011-01-04,1,0,1,11,0,2,1,1,0.22,0.51,0.2985,7,57,2011,1,0,False,0.12280701754170514
2011-01-04,1,0,1,12,0,2,1,1,0.22,0.51,0.1642,12,78,2011,1,0,False,0.15384615384418146
2011-01-04,1,0,1,13,0,2,1,1,0.24,0.56,0.194,18,97,2011,1,0,False,0.18556701030736528
2011-01-04,1,0,1,14,0,2,1,1,0.26,0.52,0.2239,9,63,2011,1,0,False,0.1428571428548753
2011-01-04,1,0,1,15,0,2,1,1,0.28,0.52,0.2537,17,65,2011,1,0,False,0.2615384615344379
2011-01-04,1,0,1,16,0,2,1,1,0.3,0.49,0.2537,15,83,2011,1,0,False,0.18072289156408766
2011-01-04,1,0,1,17,0,2,1,1,0.28,0.48,0.2239,10,212,2011,1,0,False,0.04716981132053222
2011-01-04,1,0,1,18,0,2,1,1,0.26,0.48,0.194,3,182,2011,1,0,False,0.016483516483425914
2011-01-04,1,0,1,19,0,2,1,1,0.24,0.48,0.1045,2,112,2011,1,0,False,0.017857142856983418
2011-01-04,1,0,1,20,0,2,1,1,0.24,0.48,0.1045,1,54,2011,1,0,False,0.018518518518175583
2011-01-04,1,0,1,21,0,2,1,1,0.22,0.64,0.0,0,48,2011,1,0,False,0.0
2011-01-04,1,0,1,22,0,2,1,1,0.22,0.64,0.0896,1,35,2011,1,0,False,0.028571428570612248
2011-01-04,1,0,1,23,0,2,1,1,0.2,0.69,0.0896,2,11,2011,1,0,False,0.18181818180165288
2011-01-05,1,0,1,0,0,3,1,1,0.2,0.64,0.0,0,6,2011,1,0,False,0.0
2011-01-05,1,0,1,1,0,3,1,1,0.16,0.74,0.0896,0,6,2011,1,0,False,0.0
2011-01-05,1,0,1,2,0,3,1,1,0.16,0.74,0.0896,0,2,2011,1,0,False,0.0
2011-01-05,1,0,1,4,0,3,1,1,0.24,0.48,0.2239,0,2,2011,1,0,False,0.0
2011-01-05,1,0,1,5,0,3,1,1,0.22,0.47,0.1642,0,3,2011,1,0,False,0.0
2011-01-05,1,0,1,6,0,3,1,1,0.2,0.47,0.2239,0,33,2011,1,0,False,0.0
2011-01-05,1,0,1,7,0,3,1,1,0.18,0.43,0.194,1,88,2011,1,0,False,0.011363636363507231
2011-01-05,1,0,1,8,0,3,1,1,0.2,0.4,0.2985,3,195,2011,1,0,False,0.01538461538453649
2011-01-05,1,0,1,9,0,3,1,1,0.22,0.37,0.3284,6,115,2011,1,0,False,0.05217391304302457
2011-01-05,1,0,1,10,0,3,1,1,0.22,0.37,0.3284,4,57,2011,1,0,False,0.07017543859526008
2011-01-05,1,0,1,11,0,3,1,1,0.26,0.33,0.3284,12,46,2011,1,0,False,0.2608695652117202
2011-01-05,1,0,1,12,0,3,1,1,0.26,0.33,0.3284,5,79,2011,1,0,False,0.06329113923970517
2011-01-05,1,0,1,13,0,3,1,1,0.28,0.3,0.2985,6,71,2011,1,0,False,0.08450704225233088
2011-01-05,1,0,1,14,0,3,1,1,0.3,0.28,0.194,10,62,2011,1,0,False,0.1612903225780437
2011-01-05,1,0,1,15,0,3,1,1,0.3,0.28,0.194,7,62,2011,1,0,False,0.1129032258046306
2011-01-05,1,0,1,16,0,3,1,1,0.3,0.28,0.0896,4,89,2011,1,0,False,0.044943820224214115
2011-01-05,1,0,1,17,0,3,1,1,0.24,0.38,0.194,4,190,2011,1,0,False,0.021052631578836568
2011-01-05,1,0,1,18,0,3,1,1,0.24,0.38,0.1343,3,169,2011,1,0,False,0.01775147928983579
2011-01-05,1,0,1,19,0,3,1,1,0.24,0.38,0.1045,5,132,2011,1,0,False,0.03787878787850092
2011-01-05,1,0,1,20,0,3,1,1,0.22,0.47,0.1642,7,89,2011,1,0,False,0.0786516853923747
2011-01-05,1,0,1,21,0,3,1,1,0.2,0.51,0.194,3,43,2011,1,0,False,0.06976744185884262
2011-01-05,1,0,1,22,0,3,1,1,0.18,0.55,0.1343,1,42,2011,1,0,False,0.023809523808956918
2011-01-05,1,0,1,23,0,3,1,1,0.2,0.47,0.0,1,19,2011,1,0,False,0.052631578944598335
2011-01-06,1,0,1,0,0,4,1,1,0.18,0.55,0.0,0,11,2011,1,0,False,0.0
2011-01-06,1,0,1,1,0,4,1,1,0.16,0.64,0.0,0,4,2011,1,0,False,0.0
2011-01-06,1,0,1,2,0,4,1,1,0.16,0.64,0.0,0,2,2011,1,0,False,0.0
2011-01-06,1,0,1,4,0,4,1,2,0.16,0.64,0.0896,0,1,2011,1,0,False,0.0
2011-01-06,1,0,1,5,0,4,1,2,0.14,0.69,0.0896,0,4,2011,1,0,False,0.0
2011-01-06,1,0,1,6,0,4,1,2,0.14,0.63,0.1045,0,36,2011,1,0,False,0.0
2011-01-06,1,0,1,7,0,4,1,2,0.16,0.59,0.0,0,95,2011,1,0,False,0.0
2011-01-06,1,0,1,8,0,4,1,1,0.16,0.59,0.0,3,219,2011,1,0,False,0.013698630136923752
2011-01-06,1,0,1,9,0,4,1,2,0.18,0.51,0.0,6,122,2011,1,0,False,0.04918032786844934
2011-01-06,1,0,1,10,0,4,1,1,0.2,0.47,0.0,3,45,2011,1,0,False,0.06666666666518518
2011-01-06,1,0,1,11,0,4,1,1,0.22,0.44,0.0896,2,59,2011,1,0,False,0.033898305084171215
2011-01-06,1,0,1,12,0,4,1,1,0.26,0.35,0.0,6,84,2011,1,0,False,0.07142857142772109
2011-01-06,1,0,1,13,0,4,1,1,0.26,0.35,0.1045,12,67,2011,1,0,False,0.1791044776092671
2011-01-06,1,0,1,14,0,4,1,1,0.28,0.36,0.1642,11,70,2011,1,0,False,0.15714285714061224
2011-01-06,1,0,1,15,0,4,1,1,0.28,0.36,0.0,8,62,2011,1,0,False,0.12903225806243498
2011-01-06,1,0,1,16,0,4,1,1,0.26,0.38,0.1642,12,86,2011,1,0,False,0.13953488371930772
2011-01-06,1,0,1,17,0,4,1,1,0.22,0.51,0.1642,9,172,2011,1,0,False,0.052325581395044625
2011-01-06,1,0,1,18,0,4,1,1,0.22,0.51,0.1343,5,163,2011,1,0,False,0.030674846625578685
2011-01-06,1,0,1,19,0,4,1,1,0.22,0.55,0.0896,3,112,2011,1,0,False,0.02678571428547513
2011-01-06,1,0,1,20,0,4,1,1,0.2,0.51,0.1642,3,69,2011,1,0,False,0.043478260868935095
2011-01-06,1,0,1,21,0,4,1,2,0.22,0.55,0.2239,0,48,2011,1,0,False,0.0
2011-01-06,1,0,1,22,0,4,1,2,0.22,0.51,0.2836,1,52,2011,1,0,False,0.01923076923039941
2011-01-06,1,0,1,23,0,4,1,2,0.2,0.59,0.194,4,23,2011,1,0,False,0.17391304347069944
2011-01-07,1,0,1,0,0,5,1,2,0.2,0.64,0.194,4,17,2011,1,0,False,0.235294117633218
2011-01-07,1,0,1,1,0,5,1,2,0.2,0.69,0.2239,2,7,2011,1,0,False,0.2857142856734694
2011-01-07,1,0,1,2,0,5,1,2,0.2,0.69,0.2239,0,1,2011,1,0,False,0.0
2011-01-07,1,0,1,4,0,5,1,2,0.2,0.69,0.1343,0,1,2011,1,0,False,0.0
2011-01-07,1,0,1,5,0,5,1,3,0.22,0.55,0.0,0,5,2011,1,0,False,0.0
2011-01-07,1,0,1,6,0,5,1,2,0.2,0.69,0.0,8,34,2011,1,0,False,0.23529411764013844
2011-01-07,1,0,1,7,0,5,1,1,0.2,0.69,0.1343,8,84,2011,1,0,False,0.09523809523696145
2011-01-07,1,0,1,8,0,5,1,1,0.2,0.51,0.2537,20,210,2011,1,0,False,0.09523809523764173
2011-01-07,1,0,1,9,0,5,1,1,0.2,0.47,0.2985,9,134,2011,1,0,False,0.06716417910397639
2011-01-07,1,0,1,10,0,5,1,1,0.22,0.37,0.3284,16,63,2011,1,0,False,0.25396825396422273
2011-01-07,1,0,1,11,0,5,1,2,0.2,0.4,0.2239,19,67,2011,1,0,False,0.28358208954800623
2011-01-07,1,0,1,12,0,5,1,2,0.2,0.37,0.2537,9,59,2011,1,0,False,0.15254237287877048
2011-01-07,1,0,1,13,0,5,1,2,0.2,0.37,0.2836,9,73,2011,1,0,False,0.12328767123118783
2011-01-07,1,0,1,14,0,5,1,2,0.2,0.4,0.2537,7,50,2011,1,0,False,0.1399999999972
2011-01-07,1,0,1,15,0,5,1,2,0.2,0.37,0.1642,9,72,2011,1,0,False,0.12499999999826389
2011-01-07,1,0,1,16,0,5,1,2,0.2,0.37,0.1642,5,87,2011,1,0,False,0.0574712643671555
2011-01-07,1,0,1,17,0,5,1,2,0.2,0.37,0.0,9,187,2011,1,0,False,0.04812834224573194
2011-01-07,1,0,1,18,0,5,1,1,0.2,0.4,0.0896,7,123,2011,1,0,False,0.05691056910522837
2011-01-07,1,0,1,19,0,5,1,1,0.16,0.55,0.0896,3,95,2011,1,0,False,0.03157894736808864
2011-01-07,1,0,1,20,0,5,1,1,0.18,0.47,0.1045,1,51,2011,1,0,False,0.019607843136870435
2011-01-07,1,0,1,21,0,5,1,1,0.18,0.47,0.1343,0,39,2011,1,0,False,0.0
2011-01-07,1,0,1,22,0,5,1,2,0.18,0.43,0.1642,2,36,2011,1,0,False,0.05555555555401235
2011-01-07,1,0,1,23,0,5,1,2,0.18,0.51,0.1642,1,15,2011,1,0,False,0.06666666666222222
2011-01-08,1,0,1,0,0,6,0,2,0.18,0.51,0.1642,1,25,2011,1,1,True,0.0399999999984
2011-01-08,1,0,1,1,0,6,0,2,0.18,0.55,0.0896,1,16,2011,1,1,True,0.06249999999609375
2011-01-08,1,0,1,2,0,6,0,2,0.18,0.55,0.0,3,16,2011,1,1,True,0.18749999998828126
2011-01-08,1,0,1,3,0,6,0,3,0.18,0.55,0.1642,0,7,2011,1,1,True,0.0
2011-01-08,1,0,1,4,0,6,0,3,0.18,0.55,0.1642,0,1,2011,1,1,True,0.0
2011-01-08,1,0,1,5,0,6,0,2,0.16,0.74,0.1642,0,5,2011,1,1,True,0.0
2011-01-08,1,0,1,6,0,6,0,2,0.16,0.74,0.1642,0,2,2011,1,1,True,0.0
2011-01-08,1,0,1,7,0,6,0,2,0.16,0.74,0.1045,1,9,2011,1,1,True,0.11111111109876542
2011-01-08,1,0,1,8,0,6,0,3,0.16,0.93,0.1045,0,15,2011,1,1,True,0.0
2011-01-08,1,0,1,9,0,6,0,3,0.16,0.93,0.1045,0,20,2011,1,1,True,0.0
2011-01-08,1,0,1,10,0,6,0,2,0.18,0.8,0.1642,5,61,2011,1,1,True,0.08196721311341038
2011-01-08,1,0,1,11,0,6,0,2,0.2,0.69,0.3881,2,62,2011,1,1,True,0.032258064515608746
2011-01-08,1,0,1,12,0,6,0,2,0.2,0.59,0.3582,8,98,2011,1,1,True,0.0816326530603915
2011-01-08,1,0,1,13,0,6,0,1,0.2,0.44,0.3284,7,102,2011,1,1,True,0.06862745097971934
2011-01-08,1,0,1,14,0,6,0,1,0.2,0.32,0.4925,12,95,2011,1,1,True,0.12631578947235456
2011-01-08,1,0,1,15,0,6,0,1,0.2,0.32,0.4478,5,74,2011,1,1,True,0.06756756756665448
2011-01-08,1,0,1,16,0,6,0,1,0.18,0.29,0.4478,8,76,2011,1,1,True,0.10526315789335179
2011-01-08,1,0,1,17,0,6,0,1,0.16,0.37,0.5522,5,69,2011,1,1,True,0.07246376811489183
2011-01-08,1,0,1,18,0,6,0,1,0.14,0.39,0.2985,3,55,2011,1,1,True,0.054545454544462815
2011-01-08,1,0,1,19,0,6,0,1,0.14,0.36,0.2537,4,30,2011,1,1,True,0.1333333333288889
2011-01-08,1,0,1,20,0,6,0,1,0.12,0.36,0.2537,0,28,2011,1,1,True,0.0
2011-01-08,1,0,1,21,0,6,0,1,0.12,0.39,0.3582,2,37,2011,1,1,True,0.054054054052593135
2011-01-08,1,0,1,22,0,6,0,1,0.12,0.36,0.3881,1,34,2011,1,1,True,0.029411764705017305
2011-01-08,1,0,1,23,0,6,0,1,0.1,0.39,0.4478,0,22,2011,1,1,True,0.0
2011-01-09,1,0,1,0,0,0,0,1,0.1,0.42,0.3881,1,25,2011,1,1,True,0.0399999999984
2011-01-09,1,0,1,1,0,0,0,1,0.1,0.42,0.4627,0,12,2011,1,1,True,0.0
2011-01-09,1,0,1,2,0,0,0,1,0.1,0.46,0.4627,0,11,2011,1,1,True,0.0
2011-01-09,1,0,1,3,0,0,0,1,0.1,0.46,0.4179,0,4,2011,1,1,True,0.0
2011-01-09,1,0,1,4,0,0,0,1,0.08,0.53,0.194,0,1,2011,1,1,True,0.0
2011-01-09,1,0,1,5,0,0,0,1,0.08,0.53,0.194,0,1,2011,1,1,True,0.0
2011-01-09,1,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,2011,1,1,True,0.0
2011-01-09,1,0,1,7,0,0,0,1,0.08,0.53,0.194,1,6,2011,1,1,True,0.16666666663888888
2011-01-09,1,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,2011,1,1,True,0.0
2011-01-09,1,0,1,9,0,0,0,1,0.12,0.46,0.5224,0,19,2011,1,1,True,0.0
2011-01-09,1,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,2011,1,1,True,0.0
2011-01-09,1,0,1,11,0,0,0,1,0.16,0.4,0.5224,2,49,2011,1,1,True,0.04081632652977926
2011-01-09,1,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,83,2011,1,1,True,0.04819277108375671
2011-01-09,1,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,75,2011,1,1,True,0.07999999999893333
2011-01-09,1,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,72,2011,1,1,True,0.1111111111095679
2011-01-09,1,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,82,2011,1,1,True,0.06097560975535395
2011-01-09,1,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,92,2011,1,1,True,0.14130434782455104
2011-01-09,1,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,62,2011,1,1,True,0.048387096773413116
2011-01-09,1,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,48,2011,1,1,True,0.08333333333159723
2011-01-09,1,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,41,2011,1,1,True,0.024390243901844143
2011-01-09,1,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,2011,1,1,True,0.0
2011-01-09,1,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,20,2011,1,1,True,0.0499999999975
2011-01-09,1,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,15,2011,1,1,True,0.3333333333111111
2011-01-09,1,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,2011,1,1,True,0.0
2011-01-10,1,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,5,2011,1,0,False,0.39999999992
2011-01-10,1,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,1,2011,1,0,False,0.9999999989999999
2011-01-10,1,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,2011,1,0,False,0.0
2011-01-10,1,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,2011,1,0,False,0.0
2011-01-10,1,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,3,2011,1,0,False,0.3333333332222222
2011-01-10,1,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,2011,1,0,False,0.0
2011-01-10,1,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,2011,1,0,False,0.0
2011-01-10,1,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,77,2011,1,0,False,0.02597402597368865
2011-01-10,1,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,188,2011,1,0,False,0.021276595744567677
2011-01-10,1,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,94,2011,1,0,False,0.021276595744454504
2011-01-10,1,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,2011,1,0,False,0.0
2011-01-10,1,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,30,2011,1,0,False,0.06666666666444444
2011-01-10,1,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,52,2011,1,0,False,0.09615384615199704
2011-01-10,1,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,54,2011,1,0,False,0.07407407407270233
2011-01-10,1,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,2011,1,0,False,0.0
2011-01-10,1,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,45,2011,1,0,False,0.04444444444345679
2011-01-10,1,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,74,2011,1,0,False,0.05405405405332359
2011-01-10,1,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,178,2011,1,0,False,0.022471910112233304
2011-01-10,1,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,155,2011,1,0,False,0.0064516129031841835
2011-01-10,1,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,95,2011,1,0,False,0.03157894736808864
2011-01-10,1,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,74,2011,1,0,False,0.013513513513330898
2011-01-10,1,0,1,21,0,1,1,1,0.14,0.59,0.194,1,38,2011,1,0,False,0.026315789472991694
2011-01-10,1,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,24,2011,1,0,False,0.0833333333298611
2011-01-10,1,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,2011,1,0,False,0.0
2011-01-11,1,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,12,2011,1,0,False,0.16666666665277777
2011-01-11,1,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,2011,1,0,False,0.0
2011-01-11,1,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,2011,1,0,False,0.0
2011-01-11,1,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,2011,1,0,False,0.0
2011-01-11,1,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,2011,1,0,False,0.0
2011-01-11,1,0,1,7,0,2,1,2,0.16,0.55,0.0,2,99,2011,1,0,False,0.02020202020181614
2011-01-11,1,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,217,2011,1,0,False,0.01382488479256302
2011-01-11,1,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,130,2011,1,0,False,0.023076923076745564
2011-01-11,1,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,54,2011,1,0,False,0.05555555555452675
2011-01-11,1,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,35,2011,1,0,False,0.11428571428244899
2011-01-11,1,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,57,2011,1,0,False,0.03508771929763004
2011-01-11,1,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,52,2011,1,0,False,0.11538461538239646
